vehicle_id,brand,model,variant,fuel_type,location,dealer_id,stock_date,stock_status,listed_price
VEH-01456,Mahindra,XUV700,AX7,Diesel,Ahmedabad,DLR-AMD-02,2026-11-27,Sold,1917000
VEH-01457,Skoda,Kushaq,Style,Petrol,Bengaluru,DLR-BLR-03,2025-12-02,Sold,1446000
VEH-01458,Hyundai,Creta,SX,Petrol,Hyderabad,DLR-HYD-01,2026-11-09,Sold,1764000
VEH-01459,Tata,Nexon,Creative,Petrol,Delhi,DLR-DEL-02,2025-07-27,Sold,1130000
VEH-01460,Tata,Tiago,XZ+,Petrol,Delhi,DLR-DEL-02,2026-07-11,Sold,647000
VEH-01461,Mahindra,Thar,LX,Diesel,Delhi,DLR-DEL-01,2025-02-03,Sold,1860000
VEH-01462,Toyota,Innova Hycross,ZX,Hybrid,Pune,DLR-PUN-02,2025-11-20,Sold,3153000
VEH-01463,Hyundai,Venue,S,Petrol,Delhi,DLR-DEL-01,2025-07-02,Sold,1225000
VEH-01464,Tata,Tiago,XZ+,Petrol,Chennai,DLR-CHN-03,2025-06-19,Sold,685000
VEH-01465,Hyundai,i20,Asta,Petrol,Bengaluru,DLR-BLR-02,2026-05-16,Sold,975000
VEH-01466,Maruti Suzuki,Baleno,Zeta,Petrol,Hyderabad,DLR-HYD-02,2026-05-04,Sold,863000
VEH-01467,Kia,Seltos,HTX,Petrol,Delhi,DLR-DEL-02,2025-09-28,Sold,1533000
VEH-01468,Tata,Punch,Adventure,Petrol,Bengaluru,DLR-BLR-03,2025-12-29,Sold,785000
VEH-01469,Hyundai,Creta,SX,Petrol,Pune,DLR-PUN-01,2025-05-13,Sold,1808000
VEH-01470,Hyundai,Creta,SX(O),Diesel,Ahmedabad,DLR-AMD-01,2026-10-04,Sold,1899000
VEH-01471,Hyundai,Venue,S,Petrol,Delhi,DLR-DEL-02,2026-02-27,Sold,1119000
VEH-01472,Maruti Suzuki,Swift,VXI,Petrol,Mumbai,DLR-MUM-01,2026-10-27,Sold,728000
VEH-01473,Tata,Punch,Adventure,Petrol,Gurgaon,DLR-GGN-01,2025-11-10,Sold,698000
VEH-01474,Hyundai,Creta,SX(O),Diesel,Pune,DLR-PUN-02,2025-02-09,Sold,2021000
VEH-01475,Tata,Tiago,XZ+,Petrol,Delhi,DLR-DEL-03,2026-03-09,Sold,628000
VEH-01476,Maruti Suzuki,Swift,VXI,Petrol,Delhi,DLR-DEL-01,2025-11-22,Sold,745000
VEH-01477,Tata,Punch,Adventure,Petrol,Bengaluru,DLR-BLR-01,2026-05-17,Sold,691000
VEH-01478,Tata,Tiago,XZ+,Petrol,Mumbai,DLR-MUM-02,2026-05-31,Sold,730000
VEH-01479,Hyundai,Creta,SX(O),Diesel,Hyderabad,DLR-HYD-02,2026-03-24,Sold,1756000
VEH-01480,Tata,Nexon,Fearless+,Electric,Ahmedabad,DLR-AMD-01,2026-07-04,Sold,1599000
VEH-01481,Hyundai,Creta,SX,Petrol,Pune,DLR-PUN-03,2026-02-17,Sold,1791000
VEH-01482,Maruti Suzuki,Ertiga,ZXI+,CNG,Chennai,DLR-CHN-01,2026-08-17,Sold,1038000
VEH-01483,Tata,Punch,Adventure,Petrol,Mumbai,DLR-MUM-03,2026-06-29,Sold,883000
VEH-01484,Hyundai,i20,Asta,Petrol,Bengaluru,DLR-BLR-01,2026-10-31,Sold,990000
VEH-01485,Hyundai,Creta,SX,Petrol,Ahmedabad,DLR-AMD-02,2026-11-12,Sold,1656000
VEH-01486,Hyundai,Creta,SX,Petrol,Bengaluru,DLR-BLR-02,2026-10-03,Sold,1643000
VEH-01487,Hyundai,i20,Asta,Petrol,Chennai,DLR-CHN-01,2025-01-21,Sold,940000
VEH-01488,Tata,Tiago,XZ+,Petrol,Ahmedabad,DLR-AMD-02,2025-08-08,Sold,729000
VEH-01489,Volkswagen,Virtus,GT,Petrol,Chennai,DLR-CHN-02,2025-10-03,Sold,1859000
VEH-01490,Tata,Punch,Adventure,Petrol,Ahmedabad,DLR-AMD-02,2026-08-04,Sold,670000
VEH-01491,Tata,Nexon,Creative,Petrol,Bengaluru,DLR-BLR-01,2025-09-05,Sold,1057000
VEH-01492,Mahindra,XUV700,AX7,Diesel,Chennai,DLR-CHN-02,2026-02-26,Sold,2216000
VEH-01493,Kia,Seltos,HTX,Petrol,Gurgaon,DLR-GGN-01,2026-02-28,Sold,1416000
VEH-01494,Kia,Seltos,HTX,Petrol,Hyderabad,DLR-HYD-02,2026-09-09,Sold,1400000
VEH-01495,Hyundai,Venue,S,Petrol,Pune,DLR-PUN-01,2025-01-30,Sold,1065000
VEH-01496,Mahindra,Thar,LX,Diesel,Bengaluru,DLR-BLR-02,2026-07-29,Sold,1866000
VEH-01497,Hyundai,i20,Asta,Petrol,Gurgaon,DLR-GGN-01,2025-06-14,Sold,849000
VEH-01498,Maruti Suzuki,Baleno,Zeta,Petrol,Mumbai,DLR-MUM-02,2026-11-07,Sold,860000
VEH-01499,Maruti Suzuki,Brezza,ZXI,Petrol,Ahmedabad,DLR-AMD-02,2025-01-22,Sold,1008000
VEH-01500,Kia,Seltos,HTX,Petrol,Pune,DLR-PUN-03,2025-11-03,Sold,1723000
VEH-01501,Maruti Suzuki,Swift,VXI,Petrol,Gurgaon,DLR-GGN-02,2026-11-20,Sold,672000
VEH-01502,Hyundai,Venue,S,Petrol,Ahmedabad,DLR-AMD-01,2025-08-31,Sold,997000
VEH-01503,Tata,Punch,Adventure,Petrol,Delhi,DLR-DEL-01,2026-06-20,Sold,908000
VEH-01504,Maruti Suzuki,Ertiga,ZXI+,CNG,Ahmedabad,DLR-AMD-01,2026-09-08,Sold,1052000
VEH-01505,Mahindra,Scorpio-N,Z8L,Diesel,Bengaluru,DLR-BLR-03,2026-02-05,Sold,1931000
VEH-01506,MG,Hector,Sharp,Petrol,Mumbai,DLR-MUM-01,2025-06-30,Sold,1839000
VEH-01507,Skoda,Kushaq,Style,Petrol,Delhi,DLR-DEL-02,2026-08-28,Sold,1347000
VEH-01508,Tata,Nexon,Fearless+,Electric,Bengaluru,DLR-BLR-01,2025-11-22,Sold,1769000
VEH-01509,Hyundai,i20,Asta,Petrol,Chennai,DLR-CHN-02,2025-05-30,Sold,872000
VEH-01510,Tata,Nexon,Fearless+,Electric,Bengaluru,DLR-BLR-02,2025-01-23,Sold,1820000
VEH-01511,Volkswagen,Virtus,GT,Petrol,Hyderabad,DLR-HYD-01,2026-11-20,Sold,1502000
VEH-01512,Maruti Suzuki,Ertiga,ZXI+,CNG,Bengaluru,DLR-BLR-03,2026-01-08,Sold,1052000
VEH-01513,Tata,Nexon,Creative,Petrol,Mumbai,DLR-MUM-02,2026-02-03,Sold,984000
VEH-01514,Honda,City,ZX,Petrol,Bengaluru,DLR-BLR-02,2025-11-06,Sold,1326000
VEH-01515,MG,Hector,Sharp,Petrol,Chennai,DLR-CHN-02,2025-08-05,Sold,1784000
VEH-01516,Honda,City,ZX,Petrol,Hyderabad,DLR-HYD-02,2025-02-05,Sold,1420000
VEH-01517,Kia,Seltos,HTX,Petrol,Ahmedabad,DLR-AMD-02,2026-04-29,Sold,1657000
VEH-01518,Hyundai,Venue,S,Petrol,Ahmedabad,DLR-AMD-02,2025-04-14,Sold,1022000
VEH-01519,Tata,Tiago,XZ+,Petrol,Delhi,DLR-DEL-02,2026-03-08,Sold,714000
VEH-01520,Mahindra,XUV700,AX7,Diesel,Delhi,DLR-DEL-02,2026-04-11,Sold,2601000
VEH-01521,Maruti Suzuki,Swift,VXI,Petrol,Pune,DLR-PUN-03,2025-07-09,Sold,762000
VEH-01522,Mahindra,Thar,LX,Diesel,Mumbai,DLR-MUM-02,2025-07-25,Sold,1732000
VEH-01523,Hyundai,Creta,SX,Petrol,Pune,DLR-PUN-01,2025-09-14,Sold,1644000
VEH-01524,Tata,Tiago,XZ+,Petrol,Chennai,DLR-CHN-03,2025-05-15,Sold,712000
VEH-01525,Tata,Tiago,XZ+,Petrol,Chennai,DLR-CHN-02,2026-04-09,Sold,682000
VEH-01526,Toyota,Innova Hycross,ZX,Hybrid,Mumbai,DLR-MUM-01,2026-09-01,Sold,3126000
VEH-01527,Hyundai,Creta,SX,Petrol,Bengaluru,DLR-BLR-01,2026-03-02,Sold,1568000
VEH-01528,Maruti Suzuki,Brezza,ZXI,Petrol,Ahmedabad,DLR-AMD-01,2025-01-23,Sold,991000
VEH-01529,Honda,City,ZX,Petrol,Hyderabad,DLR-HYD-01,2025-04-03,Sold,1516000
VEH-01530,Maruti Suzuki,Brezza,ZXI,Petrol,Chennai,DLR-CHN-01,2025-02-21,Sold,1185000
VEH-01531,Tata,Punch,Adventure,Petrol,Hyderabad,DLR-HYD-01,2025-04-03,Sold,828000
VEH-01532,Maruti Suzuki,Brezza,ZXI,Petrol,Delhi,DLR-DEL-01,2026-06-24,Sold,1202000
VEH-01533,Mahindra,Scorpio-N,Z8L,Diesel,Gurgaon,DLR-GGN-02,2025-05-03,Sold,1919000
VEH-01534,Tata,Tiago,XZ+,Petrol,Mumbai,DLR-MUM-02,2025-10-23,Sold,686000
VEH-01535,Hyundai,Venue,S,Petrol,Delhi,DLR-DEL-01,2026-09-08,Sold,1050000
VEH-01536,BMW,3 Series,330Li,Petrol,Bengaluru,DLR-BLR-03,2025-07-14,Sold,5656000
VEH-01537,Maruti Suzuki,Brezza,ZXI,Petrol,Chennai,DLR-CHN-01,2025-10-26,Sold,1114000
VEH-01538,Maruti Suzuki,Ertiga,ZXI+,CNG,Delhi,DLR-DEL-01,2026-01-15,Sold,1288000
VEH-01539,Tata,Tiago,XZ+,Petrol,Delhi,DLR-DEL-01,2026-04-27,Sold,594000
VEH-01540,Toyota,Innova Hycross,ZX,Hybrid,Gurgaon,DLR-GGN-02,2025-08-07,Sold,3010000
VEH-01541,Hyundai,Venue,S,Petrol,Delhi,DLR-DEL-03,2025-09-21,Sold,977000
VEH-01542,Maruti Suzuki,Baleno,Zeta,Petrol,Pune,DLR-PUN-02,2025-08-30,Sold,840000
VEH-01543,Honda,City,ZX,Petrol,Gurgaon,DLR-GGN-01,2025-01-07,Sold,1409000
VEH-01544,Tata,Nexon,Fearless+,Electric,Bengaluru,DLR-BLR-02,2026-11-20,Sold,1679000
VEH-01545,Maruti Suzuki,Baleno,Zeta,Petrol,Gurgaon,DLR-GGN-01,2026-08-19,Sold,765000
VEH-01546,Hyundai,Creta,SX,Petrol,Delhi,DLR-DEL-02,2026-04-26,Sold,1447000
VEH-01547,Maruti Suzuki,Baleno,Zeta,Petrol,Chennai,DLR-CHN-02,2025-05-27,Sold,786000
VEH-01548,Maruti Suzuki,Baleno,Zeta,Petrol,Pune,DLR-PUN-01,2026-05-28,Sold,791000
VEH-01549,Mahindra,XUV700,AX7,Diesel,Gurgaon,DLR-GGN-02,2025-09-28,Sold,2517000
VEH-01550,Kia,Seltos,HTX,Petrol,Gurgaon,DLR-GGN-02,2026-03-24,Sold,1737000
VEH-01551,Maruti Suzuki,Brezza,ZXI,Petrol,Chennai,DLR-CHN-02,2025-06-05,Sold,1264000
VEH-01552,Kia,Seltos,HTX,Petrol,Hyderabad,DLR-HYD-02,2025-02-25,Sold,1376000
VEH-01553,Maruti Suzuki,Baleno,Zeta,Petrol,Mumbai,DLR-MUM-01,2026-04-28,Sold,786000
VEH-01554,Maruti Suzuki,Brezza,ZXI,Petrol,Delhi,DLR-DEL-01,2026-05-23,Sold,1000000
VEH-01555,Hyundai,i20,Asta,Petrol,Gurgaon,DLR-GGN-02,2026-04-15,Sold,906000
VEH-01556,Maruti Suzuki,Baleno,Zeta,Petrol,Chennai,DLR-CHN-01,2025-05-08,Sold,809000
VEH-01557,Maruti Suzuki,Baleno,Zeta,Petrol,Ahmedabad,DLR-AMD-01,2025-06-23,Sold,850000
VEH-01558,Kia,Seltos,HTX,Petrol,Delhi,DLR-DEL-03,2026-08-24,Sold,1388000
VEH-01559,Tata,Punch,Adventure,Petrol,Gurgaon,DLR-GGN-01,2026-03-04,Sold,679000
VEH-01560,Maruti Suzuki,Ertiga,ZXI+,CNG,Delhi,DLR-DEL-01,2025-12-04,Sold,1003000
VEH-01561,Hyundai,Creta,SX,Petrol,Gurgaon,DLR-GGN-01,2026-02-09,Sold,1571000
VEH-01562,Tata,Punch,Adventure,Petrol,Gurgaon,DLR-GGN-02,2025-06-08,Sold,654000
VEH-01563,Maruti Suzuki,Swift,VXI,Petrol,Ahmedabad,DLR-AMD-02,2026-04-11,Sold,717000
VEH-01564,Tata,Punch,Adventure,Petrol,Pune,DLR-PUN-01,2026-11-04,Sold,871000
VEH-01565,Hyundai,Creta,SX,Petrol,Chennai,DLR-CHN-03,2026-08-07,Sold,1446000
VEH-01566,Maruti Suzuki,Ertiga,ZXI+,CNG,Pune,DLR-PUN-03,2025-10-18,Sold,1155000
VEH-01567,Mahindra,Thar,LX,Diesel,Chennai,DLR-CHN-03,2026-09-10,Sold,1810000
VEH-01568,Maruti Suzuki,Baleno,Zeta,Petrol,Mumbai,DLR-MUM-01,2026-02-14,Sold,742000
VEH-01569,Maruti Suzuki,Swift,VXI,Petrol,Mumbai,DLR-MUM-02,2026-02-18,Sold,721000
VEH-01570,Tata,Tiago,XZ+,Petrol,Gurgaon,DLR-GGN-01,2025-05-05,Sold,636000
VEH-01571,Tata,Nexon,Fearless+,Electric,Delhi,DLR-DEL-02,2026-09-11,Sold,1557000
VEH-01572,Hyundai,Creta,SX(O),Diesel,Pune,DLR-PUN-02,2026-06-10,Sold,1754000
VEH-01573,Tata,Nexon,Fearless+,Electric,Ahmedabad,DLR-AMD-02,2025-10-03,Sold,1778000
VEH-01574,Tata,Punch,Adventure,Petrol,Pune,DLR-PUN-02,2026-01-14,Sold,735000
VEH-01575,Hyundai,i20,Asta,Petrol,Delhi,DLR-DEL-01,2026-06-11,Sold,867000
VEH-01576,Skoda,Kushaq,Style,Petrol,Hyderabad,DLR-HYD-01,2026-05-24,Sold,1375000
VEH-01577,Hyundai,Creta,SX,Petrol,Delhi,DLR-DEL-02,2025-11-05,Sold,1456000
VEH-01578,Skoda,Kushaq,Style,Petrol,Chennai,DLR-CHN-02,2025-09-13,Sold,1727000
VEH-01579,Hyundai,Creta,SX,Petrol,Pune,DLR-PUN-01,2025-02-17,Sold,1642000
VEH-01580,Maruti Suzuki,Baleno,Zeta,Petrol,Delhi,DLR-DEL-01,2026-04-22,Sold,889000
VEH-01581,Mahindra,XUV700,AX7,Diesel,Ahmedabad,DLR-AMD-02,2025-09-19,Sold,2489000
VEH-01582,Maruti Suzuki,Swift,VXI,Petrol,Delhi,DLR-DEL-01,2026-11-10,Sold,767000
VEH-01583,Maruti Suzuki,Brezza,ZXI,Petrol,Mumbai,DLR-MUM-02,2025-02-17,Sold,1022000
VEH-01584,Hyundai,Venue,S,Petrol,Chennai,DLR-CHN-02,2026-08-26,Sold,1172000
VEH-01585,Mahindra,Scorpio-N,Z8L,Diesel,Delhi,DLR-DEL-02,2025-12-17,Sold,1881000
VEH-01586,Maruti Suzuki,Ertiga,ZXI+,CNG,Pune,DLR-PUN-03,2025-09-24,Sold,1044000
VEH-01587,Hyundai,i20,Asta,Petrol,Pune,DLR-PUN-02,2025-05-01,Sold,783000
VEH-01588,Maruti Suzuki,Brezza,ZXI,Petrol,Delhi,DLR-DEL-03,2026-02-20,Sold,1229000
VEH-01589,Hyundai,Creta,SX,Petrol,Ahmedabad,DLR-AMD-02,2026-11-22,Sold,1873000
VEH-01590,Tata,Tiago,XZ+,Petrol,Bengaluru,DLR-BLR-02,2025-04-01,Sold,592000
VEH-01591,Maruti Suzuki,Baleno,Zeta,Petrol,Mumbai,DLR-MUM-01,2025-07-13,Sold,726000
VEH-01592,Maruti Suzuki,Brezza,ZXI,Petrol,Hyderabad,DLR-HYD-01,2026-03-24,Sold,1255000
VEH-01593,Maruti Suzuki,Brezza,ZXI,Petrol,Bengaluru,DLR-BLR-02,2025-06-02,Sold,1222000
VEH-01594,Hyundai,i20,Asta,Petrol,Pune,DLR-PUN-01,2026-04-02,Sold,904000
VEH-01595,Tata,Nexon,Fearless+,Electric,Ahmedabad,DLR-AMD-01,2025-07-27,Sold,1640000
VEH-01596,Tata,Punch,Adventure,Petrol,Ahmedabad,DLR-AMD-01,2025-12-09,Sold,644000
VEH-01597,Maruti Suzuki,Baleno,Zeta,Petrol,Ahmedabad,DLR-AMD-02,2026-03-03,Sold,846000
VEH-01598,Mahindra,XUV700,AX7,Diesel,Hyderabad,DLR-HYD-02,2025-02-08,Sold,2389000
VEH-01599,Hyundai,Venue,S,Petrol,Delhi,DLR-DEL-03,2026-09-20,Sold,1287000
VEH-01600,Honda,City,ZX,Petrol,Ahmedabad,DLR-AMD-01,2025-03-05,Sold,1550000
VEH-01601,Maruti Suzuki,Swift,VXI,Petrol,Hyderabad,DLR-HYD-01,2025-10-03,Sold,755000
VEH-01602,Toyota,Innova Hycross,ZX,Hybrid,Pune,DLR-PUN-03,2026-10-25,Sold,2635000
VEH-01603,Hyundai,i20,Asta,Petrol,Delhi,DLR-DEL-01,2025-10-23,Sold,965000
VEH-01604,Maruti Suzuki,Brezza,ZXI,Petrol,Bengaluru,DLR-BLR-01,2026-06-05,Sold,1092000
VEH-01605,Tata,Punch,Adventure,Petrol,Chennai,DLR-CHN-03,2026-11-05,Sold,879000
VEH-01606,Maruti Suzuki,Baleno,Zeta,Petrol,Bengaluru,DLR-BLR-03,2026-02-05,Sold,826000
VEH-01607,Kia,Seltos,HTX,Petrol,Hyderabad,DLR-HYD-02,2026-04-30,Sold,1689000
VEH-01608,Skoda,Kushaq,Style,Petrol,Mumbai,DLR-MUM-01,2025-10-18,Sold,1378000
VEH-01609,Tata,Tiago,XZ+,Petrol,Mumbai,DLR-MUM-01,2025-06-11,Sold,715000
VEH-01610,Tata,Nexon,Fearless+,Electric,Chennai,DLR-CHN-02,2025-11-08,Sold,1610000
VEH-01611,Maruti Suzuki,Brezza,ZXI,Petrol,Pune,DLR-PUN-01,2026-01-04,Sold,1113000
VEH-01612,Hyundai,Creta,SX(O),Diesel,Mumbai,DLR-MUM-03,2025-02-03,Sold,1615000
VEH-01613,Hyundai,Creta,SX(O),Diesel,Pune,DLR-PUN-01,2025-05-05,Sold,1779000
VEH-01614,Tata,Nexon,Fearless+,Electric,Gurgaon,DLR-GGN-02,2025-02-18,Sold,1884000
VEH-01615,Toyota,Innova Hycross,ZX,Hybrid,Mumbai,DLR-MUM-01,2026-06-13,Sold,2898000
VEH-01616,Tata,Tiago,XZ+,Petrol,Chennai,DLR-CHN-02,2026-04-15,Sold,588000
VEH-01617,Skoda,Kushaq,Style,Petrol,Chennai,DLR-CHN-03,2025-04-16,Sold,1332000
VEH-01618,Tata,Nexon,Fearless+,Electric,Mumbai,DLR-MUM-01,2025-07-31,Sold,1675000
VEH-01619,Maruti Suzuki,Brezza,ZXI,Petrol,Bengaluru,DLR-BLR-02,2026-06-04,Sold,1235000
VEH-01620,Mahindra,XUV700,AX7,Diesel,Pune,DLR-PUN-03,2026-01-09,Sold,2232000
VEH-01621,Mahindra,Thar,LX,Diesel,Mumbai,DLR-MUM-01,2026-03-27,Sold,1845000
VEH-01622,Mahindra,Scorpio-N,Z8L,Diesel,Pune,DLR-PUN-02,2025-12-17,Sold,1983000
VEH-01623,Tata,Nexon,Fearless+,Electric,Pune,DLR-PUN-02,2026-03-02,Sold,1674000
VEH-01624,Tata,Punch,Adventure,Petrol,Mumbai,DLR-MUM-03,2026-03-09,Sold,756000
VEH-01625,Maruti Suzuki,Baleno,Zeta,Petrol,Delhi,DLR-DEL-02,2026-04-16,Sold,852000
VEH-01626,Mahindra,Thar,LX,Diesel,Bengaluru,DLR-BLR-01,2026-03-31,Sold,1569000
VEH-01627,Mahindra,Scorpio-N,Z8L,Diesel,Chennai,DLR-CHN-03,2025-03-14,Sold,1776000
VEH-01628,Hyundai,Creta,SX(O),Diesel,Bengaluru,DLR-BLR-01,2026-03-22,Sold,1612000
VEH-01629,Hyundai,Venue,S,Petrol,Pune,DLR-PUN-03,2025-06-05,Sold,1234000
VEH-01630,Maruti Suzuki,Swift,VXI,Petrol,Hyderabad,DLR-HYD-02,2026-03-07,Sold,751000
VEH-01631,Toyota,Innova Hycross,ZX,Hybrid,Chennai,DLR-CHN-02,2025-11-19,Sold,3211000
VEH-01632,Hyundai,Creta,SX(O),Diesel,Ahmedabad,DLR-AMD-01,2026-02-19,Sold,2006000
VEH-01633,Tata,Tiago,XZ+,Petrol,Ahmedabad,DLR-AMD-02,2025-12-21,Sold,726000
VEH-01634,Hyundai,Venue,S,Petrol,Mumbai,DLR-MUM-02,2025-03-29,Sold,958000
VEH-01635,Tata,Nexon,Creative,Petrol,Bengaluru,DLR-BLR-03,2025-05-11,Sold,1246000
VEH-01636,BMW,3 Series,330Li,Petrol,Bengaluru,DLR-BLR-01,2026-06-09,Sold,5439000
VEH-01637,Tata,Nexon,Creative,Petrol,Chennai,DLR-CHN-01,2025-01-25,Sold,994000
VEH-01638,Toyota,Innova Hycross,ZX,Hybrid,Delhi,DLR-DEL-02,2025-09-06,Sold,3132000
VEH-01639,Mahindra,Scorpio-N,Z8L,Diesel,Chennai,DLR-CHN-03,2025-04-25,Sold,1751000
VEH-01640,Kia,Seltos,HTX,Petrol,Mumbai,DLR-MUM-03,2025-12-30,Sold,1343000
VEH-01641,Maruti Suzuki,Swift,VXI,Petrol,Hyderabad,DLR-HYD-01,2026-04-06,Sold,725000
VEH-01642,Tata,Punch,Adventure,Petrol,Pune,DLR-PUN-02,2025-08-31,Sold,759000
VEH-01643,Hyundai,Creta,SX(O),Diesel,Bengaluru,DLR-BLR-03,2026-08-11,Sold,1693000
VEH-01644,Tata,Tiago,XZ+,Petrol,Delhi,DLR-DEL-01,2025-04-19,Sold,643000
VEH-01645,Tata,Nexon,Creative,Petrol,Mumbai,DLR-MUM-02,2026-04-12,Sold,1030000
VEH-01646,Maruti Suzuki,Baleno,Zeta,Petrol,Delhi,DLR-DEL-02,2025-03-26,Sold,743000
VEH-01647,Maruti Suzuki,Swift,VXI,Petrol,Ahmedabad,DLR-AMD-02,2025-08-09,Sold,763000
VEH-01648,Maruti Suzuki,Swift,VXI,Petrol,Hyderabad,DLR-HYD-02,2026-08-27,Sold,781000
VEH-01649,Mahindra,Scorpio-N,Z8L,Diesel,Ahmedabad,DLR-AMD-02,2026-10-15,Sold,2123000
VEH-01650,BMW,3 Series,330Li,Petrol,Chennai,DLR-CHN-02,2026-03-04,Sold,5133000
VEH-01651,Maruti Suzuki,Baleno,Zeta,Petrol,Mumbai,DLR-MUM-03,2026-04-15,Sold,753000
VEH-01652,Skoda,Kushaq,Style,Petrol,Delhi,DLR-DEL-03,2025-05-02,Sold,1507000
VEH-01653,Hyundai,i20,Asta,Petrol,Pune,DLR-PUN-01,2026-07-28,Sold,874000
VEH-01654,Honda,City,ZX,Petrol,Pune,DLR-PUN-02,2025-04-24,Sold,1341000
VEH-01655,Hyundai,Venue,S,Petrol,Bengaluru,DLR-BLR-03,2025-06-07,Sold,1000000
VEH-01656,Hyundai,Venue,S,Petrol,Gurgaon,DLR-GGN-02,2025-10-30,Sold,1188000
VEH-01657,Maruti Suzuki,Swift,VXI,Petrol,Mumbai,DLR-MUM-03,2026-03-09,Sold,661000
VEH-01658,MG,Hector,Sharp,Petrol,Bengaluru,DLR-BLR-02,2025-08-10,Sold,1807000
VEH-01659,Mahindra,Thar,LX,Diesel,Delhi,DLR-DEL-01,2026-07-16,Sold,1777000
VEH-01660,Maruti Suzuki,Swift,VXI,Petrol,Pune,DLR-PUN-02,2026-08-11,Sold,728000
VEH-01661,Tata,Punch,Adventure,Petrol,Gurgaon,DLR-GGN-02,2026-05-03,Sold,707000
VEH-01662,Mahindra,Scorpio-N,Z8L,Diesel,Delhi,DLR-DEL-02,2026-04-07,Sold,2373000
VEH-01663,Hyundai,i20,Asta,Petrol,Ahmedabad,DLR-AMD-02,2025-04-03,Sold,984000
VEH-01664,Tata,Punch,Adventure,Petrol,Hyderabad,DLR-HYD-02,2025-08-28,Sold,842000
VEH-01665,Hyundai,Creta,SX(O),Diesel,Pune,DLR-PUN-03,2026-03-31,Sold,1834000
VEH-01666,Tata,Tiago,XZ+,Petrol,Ahmedabad,DLR-AMD-01,2026-08-10,Sold,721000
VEH-01667,Mahindra,Thar,LX,Diesel,Chennai,DLR-CHN-03,2026-10-24,Sold,1546000
VEH-01668,Tata,Tiago,XZ+,Petrol,Pune,DLR-PUN-03,2026-07-10,Sold,707000
VEH-01669,Mahindra,Scorpio-N,Z8L,Diesel,Gurgaon,DLR-GGN-01,2026-05-04,Sold,2204000
VEH-01670,Honda,City,ZX,Petrol,Mumbai,DLR-MUM-03,2025-07-05,Sold,1289000
VEH-01671,Hyundai,Creta,SX,Petrol,Mumbai,DLR-MUM-03,2026-08-18,Sold,1607000
VEH-01672,Maruti Suzuki,Swift,VXI,Petrol,Delhi,DLR-DEL-02,2026-02-17,Sold,660000
VEH-01673,Tata,Nexon,Fearless+,Electric,Gurgaon,DLR-GGN-02,2026-03-25,Sold,1582000
VEH-01674,Hyundai,Venue,S,Petrol,Ahmedabad,DLR-AMD-02,2026-01-28,Sold,1071000
VEH-01675,Maruti Suzuki,Baleno,Zeta,Petrol,Gurgaon,DLR-GGN-01,2025-10-21,Sold,756000
VEH-01676,Maruti Suzuki,Brezza,ZXI,Petrol,Chennai,DLR-CHN-01,2025-11-12,Sold,1188000
VEH-01677,Tata,Tiago,XZ+,Petrol,Pune,DLR-PUN-02,2025-07-06,Sold,566000
VEH-01678,Tata,Tiago,XZ+,Petrol,Bengaluru,DLR-BLR-01,2025-11-25,Sold,596000
VEH-01679,Hyundai,Venue,S,Petrol,Bengaluru,DLR-BLR-02,2025-05-05,Sold,966000
VEH-01680,Maruti Suzuki,Brezza,ZXI,Petrol,Chennai,DLR-CHN-03,2025-09-01,Sold,1232000
VEH-01681,Tata,Nexon,Fearless+,Electric,Delhi,DLR-DEL-01,2025-10-04,Sold,1521000
VEH-01682,Hyundai,Creta,SX,Petrol,Delhi,DLR-DEL-01,2026-05-12,Sold,1394000
VEH-01683,Hyundai,Venue,S,Petrol,Mumbai,DLR-MUM-01,2025-10-04,Sold,1223000
VEH-01684,Volkswagen,Virtus,GT,Petrol,Hyderabad,DLR-HYD-01,2026-07-24,Sold,1713000
VEH-01685,Mahindra,Scorpio-N,Z8L,Diesel,Bengaluru,DLR-BLR-02,2026-04-03,Sold,1775000
VEH-01686,Kia,Seltos,HTX,Petrol,Delhi,DLR-DEL-01,2026-01-19,Sold,1556000
VEH-01687,Skoda,Kushaq,Style,Petrol,Chennai,DLR-CHN-03,2026-03-11,Sold,1752000
VEH-01688,Maruti Suzuki,Swift,VXI,Petrol,Ahmedabad,DLR-AMD-02,2026-11-01,Sold,691000
VEH-01689,Maruti Suzuki,Swift,VXI,Petrol,Gurgaon,DLR-GGN-02,2025-10-08,Sold,713000
VEH-01690,Kia,Seltos,HTX,Petrol,Bengaluru,DLR-BLR-02,2026-10-11,Sold,1388000
VEH-01691,Tata,Punch,Adventure,Petrol,Delhi,DLR-DEL-01,2025-06-16,Sold,675000
VEH-01692,Hyundai,Creta,SX,Petrol,Bengaluru,DLR-BLR-01,2025-05-25,Sold,1751000
VEH-01693,Tata,Nexon,Creative,Petrol,Mumbai,DLR-MUM-02,2025-08-05,Sold,1292000
VEH-01694,Tata,Nexon,Fearless+,Electric,Ahmedabad,DLR-AMD-02,2026-10-14,Sold,1623000
VEH-01695,Skoda,Kushaq,Style,Petrol,Chennai,DLR-CHN-02,2025-09-10,Sold,1619000
VEH-01696,Hyundai,Creta,SX(O),Diesel,Delhi,DLR-DEL-03,2025-12-04,Sold,1566000
