sale_id,customer_id,vehicle_id,sale_date,brand,model,location,dealer_id,selling_price,trade_in_used
SAL-00847,CUS-00847,VEH-01939,2026-12-20,Tata,Tiago,Gurgaon,DLR-GGN-02,724000,false
SAL-00848,CUS-00848,VEH-00941,2026-12-20,Tata,Tiago,Gurgaon,DLR-GGN-01,729000,true
SAL-00849,CUS-00849,VEH-03748,2026-02-22,Hyundai,Creta,Gurgaon,DLR-GGN-02,1814000,true
SAL-00850,CUS-00850,VEH-03963,2026-03-18,Hyundai,Creta,Delhi,DLR-DEL-01,1772000,false
SAL-00851,CUS-00851,VEH-00684,2026-11-03,Tata,Punch,Mumbai,DLR-MUM-02,809000,false
SAL-00852,CUS-00852,VEH-02921,2026-05-08,Mahindra,Scorpio-N,Ahmedabad,DLR-AMD-01,2340000,true
SAL-00853,CUS-00853,VEH-01001,2026-02-02,Tata,Punch,Gurgaon,DLR-GGN-02,640000,false
SAL-00854,CUS-00854,VEH-04803,2026-12-08,Hyundai,Creta,Pune,DLR-PUN-02,1466000,true
SAL-00855,CUS-00855,VEH-01542,2025-10-29,Maruti Suzuki,Baleno,Pune,DLR-PUN-02,810000,true
SAL-00856,CUS-00856,VEH-01233,2026-01-14,Mahindra,Thar,Hyderabad,DLR-HYD-02,1538000,true
SAL-00857,CUS-00857,VEH-03471,2025-10-23,Tata,Nexon,Gurgaon,DLR-GGN-01,1826000,false
SAL-00858,CUS-00858,VEH-01192,2026-01-21,Maruti Suzuki,Baleno,Chennai,DLR-CHN-02,712000,false
SAL-00859,CUS-00859,VEH-02132,2026-07-21,Maruti Suzuki,Baleno,Delhi,DLR-DEL-03,855000,false
SAL-00860,CUS-00860,VEH-03515,2025-03-02,Mahindra,Thar,Bengaluru,DLR-BLR-01,1911000,true
SAL-00861,CUS-00861,VEH-02675,2026-04-04,Hyundai,Creta,Delhi,DLR-DEL-03,2025000,true
SAL-00862,CUS-00862,VEH-03446,2026-02-18,Toyota,Innova Hycross,Bengaluru,DLR-BLR-03,2392000,false
SAL-00863,CUS-00863,VEH-02513,2026-01-31,Maruti Suzuki,Brezza,Pune,DLR-PUN-02,996000,false
SAL-00864,CUS-00864,VEH-02216,2026-05-09,Hyundai,Creta,Hyderabad,DLR-HYD-01,1495000,false
SAL-00865,CUS-00865,VEH-01964,2026-04-05,Maruti Suzuki,Brezza,Ahmedabad,DLR-AMD-02,1163000,true
SAL-00866,CUS-00866,VEH-02862,2025-12-23,Maruti Suzuki,Baleno,Chennai,DLR-CHN-01,842000,false
SAL-00867,CUS-00867,VEH-02031,2026-01-04,Toyota,Innova Hycross,Chennai,DLR-CHN-03,3156000,false
SAL-00868,CUS-00868,VEH-04720,2026-05-24,Maruti Suzuki,Brezza,Mumbai,DLR-MUM-02,1107000,false
SAL-00869,CUS-00869,VEH-03828,2026-02-06,Tata,Punch,Chennai,DLR-CHN-01,818000,false
SAL-00870,CUS-00870,VEH-04095,2026-11-02,Mahindra,Thar,Mumbai,DLR-MUM-02,1569000,false
SAL-00871,CUS-00871,VEH-02761,2026-03-21,Maruti Suzuki,Swift,Ahmedabad,DLR-AMD-02,746000,false
SAL-00872,CUS-00872,VEH-02557,2026-05-04,Maruti Suzuki,Brezza,Bengaluru,DLR-BLR-03,1090000,true
SAL-00873,CUS-00873,VEH-04034,2026-05-07,Hyundai,i20,Chennai,DLR-CHN-03,810000,false
SAL-00874,CUS-00874,VEH-02588,2026-03-02,Maruti Suzuki,Ertiga,Hyderabad,DLR-HYD-01,1188000,true
SAL-00875,CUS-00875,VEH-01044,2025-09-25,Maruti Suzuki,Baleno,Delhi,DLR-DEL-02,804000,false
SAL-00876,CUS-00876,VEH-02208,2025-12-19,Maruti Suzuki,Baleno,Bengaluru,DLR-BLR-01,719000,true
SAL-00877,CUS-00877,VEH-02906,2025-08-23,Maruti Suzuki,Swift,Mumbai,DLR-MUM-02,734000,true
SAL-00878,CUS-00878,VEH-02144,2026-07-22,Hyundai,Creta,Bengaluru,DLR-BLR-02,1680000,true
SAL-00879,CUS-00879,VEH-04486,2026-02-28,Maruti Suzuki,Brezza,Delhi,DLR-DEL-03,1248000,false
SAL-00880,CUS-00880,VEH-01052,2025-07-01,Maruti Suzuki,Swift,Bengaluru,DLR-BLR-03,694000,false
SAL-00881,CUS-00881,VEH-02284,2026-12-20,MG,Hector,Mumbai,DLR-MUM-03,2039000,false
SAL-00882,CUS-00882,VEH-02228,2026-08-31,Hyundai,Creta,Mumbai,DLR-MUM-01,1631000,false
SAL-00883,CUS-00883,VEH-03280,2026-09-25,Mahindra,Scorpio-N,Delhi,DLR-DEL-02,1930000,true
SAL-00884,CUS-00884,VEH-04697,2026-10-06,Hyundai,Venue,Pune,DLR-PUN-02,1142000,false
SAL-00885,CUS-00885,VEH-01023,2026-03-02,Maruti Suzuki,Swift,Ahmedabad,DLR-AMD-01,721000,false
SAL-00886,CUS-00886,VEH-01981,2025-07-31,Maruti Suzuki,Swift,Chennai,DLR-CHN-01,641000,true
SAL-00887,CUS-00887,VEH-02135,2025-12-17,Maruti Suzuki,Ertiga,Chennai,DLR-CHN-01,1215000,true
SAL-00888,CUS-00888,VEH-00164,2026-04-16,Hyundai,i20,Delhi,DLR-DEL-02,863000,true
SAL-00889,CUS-00889,VEH-01069,2025-03-22,Kia,Seltos,Mumbai,DLR-MUM-01,1712000,false
SAL-00890,CUS-00890,VEH-00559,2026-09-25,Mahindra,XUV700,Ahmedabad,DLR-AMD-01,1954000,false
SAL-00891,CUS-00891,VEH-00897,2026-08-30,Tata,Tiago,Delhi,DLR-DEL-01,667000,true
SAL-00892,CUS-00892,VEH-04970,2026-02-01,Maruti Suzuki,Brezza,Bengaluru,DLR-BLR-03,1014000,true
SAL-00893,CUS-00893,VEH-01483,2026-10-03,Tata,Punch,Mumbai,DLR-MUM-03,869000,false
SAL-00894,CUS-00894,VEH-04444,2026-06-01,Tata,Nexon,Pune,DLR-PUN-03,1380000,true
SAL-00895,CUS-00895,VEH-02050,2025-11-16,Mahindra,XUV700,Chennai,DLR-CHN-03,2491000,true
SAL-00896,CUS-00896,VEH-00959,2026-12-20,Tata,Punch,Delhi,DLR-DEL-03,681000,true
SAL-00897,CUS-00897,VEH-02077,2025-07-21,Tata,Punch,Gurgaon,DLR-GGN-02,663000,true
SAL-00898,CUS-00898,VEH-01050,2025-06-16,Maruti Suzuki,Swift,Hyderabad,DLR-HYD-01,769000,false
SAL-00899,CUS-00899,VEH-03051,2026-05-29,Maruti Suzuki,Swift,Bengaluru,DLR-BLR-01,730000,true
SAL-00900,CUS-00900,VEH-01588,2026-03-25,Maruti Suzuki,Brezza,Delhi,DLR-DEL-03,1189000,false
SAL-00901,CUS-00901,VEH-01063,2025-02-17,Maruti Suzuki,Brezza,Delhi,DLR-DEL-01,1275000,true
SAL-00902,CUS-00902,VEH-03801,2025-11-08,Hyundai,Creta,Hyderabad,DLR-HYD-01,1635000,false
SAL-00903,CUS-00903,VEH-02257,2026-11-26,Hyundai,Creta,Delhi,DLR-DEL-01,2065000,true
SAL-00904,CUS-00904,VEH-03747,2026-06-05,Hyundai,Venue,Pune,DLR-PUN-01,1024000,true
SAL-00905,CUS-00905,VEH-01685,2026-05-07,Mahindra,Scorpio-N,Bengaluru,DLR-BLR-02,1735000,false
SAL-00906,CUS-00906,VEH-04845,2026-05-21,Maruti Suzuki,Brezza,Mumbai,DLR-MUM-02,1280000,true
SAL-00907,CUS-00907,VEH-02930,2026-07-30,Maruti Suzuki,Baleno,Pune,DLR-PUN-03,730000,false
SAL-00908,CUS-00908,VEH-03557,2025-05-04,MG,Hector,Hyderabad,DLR-HYD-02,1780000,false
SAL-00909,CUS-00909,VEH-01387,2026-11-07,Maruti Suzuki,Brezza,Gurgaon,DLR-GGN-02,1103000,true
SAL-00910,CUS-00910,VEH-04560,2025-03-30,Tata,Nexon,Mumbai,DLR-MUM-01,1492000,false
SAL-00911,CUS-00911,VEH-00046,2026-04-05,Tata,Nexon,Ahmedabad,DLR-AMD-01,1793000,false
SAL-00912,CUS-00912,VEH-03785,2025-03-18,Hyundai,i20,Pune,DLR-PUN-01,978000,false
SAL-00913,CUS-00913,VEH-02316,2025-04-06,Tata,Tiago,Gurgaon,DLR-GGN-02,659000,true
SAL-00914,CUS-00914,VEH-02442,2025-03-03,Tata,Nexon,Delhi,DLR-DEL-01,1251000,false
SAL-00915,CUS-00915,VEH-01608,2025-12-03,Skoda,Kushaq,Mumbai,DLR-MUM-01,1373000,false
SAL-00916,CUS-00916,VEH-02078,2026-02-05,Hyundai,Creta,Mumbai,DLR-MUM-02,1522000,false
SAL-00917,CUS-00917,VEH-04942,2026-11-09,Maruti Suzuki,Swift,Mumbai,DLR-MUM-03,706000,false
SAL-00918,CUS-00918,VEH-03695,2026-04-22,Hyundai,Creta,Mumbai,DLR-MUM-03,1609000,true
SAL-00919,CUS-00919,VEH-02384,2025-08-01,Mahindra,XUV700,Chennai,DLR-CHN-02,2273000,false
SAL-00920,CUS-00920,VEH-00729,2026-08-14,Tata,Nexon,Delhi,DLR-DEL-02,1231000,false
SAL-00921,CUS-00921,VEH-00550,2025-07-31,Honda,City,Pune,DLR-PUN-03,1468000,false
SAL-00922,CUS-00922,VEH-01817,2025-12-16,Maruti Suzuki,Swift,Pune,DLR-PUN-01,781000,true
SAL-00923,CUS-00923,VEH-02429,2026-04-28,Volkswagen,Virtus,Gurgaon,DLR-GGN-02,1546000,true
SAL-00924,CUS-00924,VEH-00305,2025-08-27,Hyundai,Creta,Chennai,DLR-CHN-01,1702000,true
SAL-00925,CUS-00925,VEH-04898,2025-10-26,Hyundai,Creta,Pune,DLR-PUN-03,1983000,false
SAL-00926,CUS-00926,VEH-01406,2026-06-15,Maruti Suzuki,Swift,Ahmedabad,DLR-AMD-02,770000,true
SAL-00927,CUS-00927,VEH-04972,2026-05-07,Kia,Seltos,Chennai,DLR-CHN-02,1352000,true
SAL-00928,CUS-00928,VEH-00707,2025-04-08,Tata,Punch,Hyderabad,DLR-HYD-02,846000,false
SAL-00929,CUS-00929,VEH-00702,2025-04-20,Toyota,Innova Hycross,Bengaluru,DLR-BLR-02,3088000,true
SAL-00930,CUS-00930,VEH-00418,2025-11-05,Kia,Seltos,Mumbai,DLR-MUM-03,1310000,false
SAL-00931,CUS-00931,VEH-02179,2026-08-16,Maruti Suzuki,Swift,Chennai,DLR-CHN-01,741000,true
SAL-00932,CUS-00932,VEH-03019,2025-12-25,Tata,Nexon,Gurgaon,DLR-GGN-01,1786000,true
SAL-00933,CUS-00933,VEH-02151,2026-12-14,BMW,3 Series,Gurgaon,DLR-GGN-01,5680000,false
SAL-00934,CUS-00934,VEH-00737,2025-03-06,Mahindra,XUV700,Gurgaon,DLR-GGN-02,2195000,false
SAL-00935,CUS-00935,VEH-04151,2026-01-20,Kia,Seltos,Pune,DLR-PUN-03,1383000,false
SAL-00936,CUS-00936,VEH-02441,2025-05-15,Honda,City,Hyderabad,DLR-HYD-01,1399000,false
SAL-00937,CUS-00937,VEH-01442,2025-12-08,Maruti Suzuki,Baleno,Mumbai,DLR-MUM-02,843000,false
SAL-00938,CUS-00938,VEH-04557,2026-10-06,Tata,Nexon,Gurgaon,DLR-GGN-02,1516000,false
SAL-00939,CUS-00939,VEH-02275,2025-12-03,Mahindra,Thar,Delhi,DLR-DEL-02,1492000,true
SAL-00940,CUS-00940,VEH-03198,2026-02-02,Mahindra,Scorpio-N,Mumbai,DLR-MUM-02,2064000,true
SAL-00941,CUS-00941,VEH-02840,2026-10-04,Maruti Suzuki,Baleno,Hyderabad,DLR-HYD-02,853000,true
SAL-00942,CUS-00942,VEH-02983,2026-12-01,Tata,Nexon,Mumbai,DLR-MUM-02,1539000,true
SAL-00943,CUS-00943,VEH-02720,2026-06-25,Tata,Tiago,Mumbai,DLR-MUM-02,642000,false
SAL-00944,CUS-00944,VEH-02978,2026-09-19,Maruti Suzuki,Baleno,Gurgaon,DLR-GGN-01,736000,false
SAL-00945,CUS-00945,VEH-01333,2026-06-14,Tata,Nexon,Mumbai,DLR-MUM-01,1239000,true
SAL-00946,CUS-00946,VEH-04294,2026-08-16,Tata,Nexon,Ahmedabad,DLR-AMD-02,1256000,true
SAL-00947,CUS-00947,VEH-01154,2025-07-02,Hyundai,Creta,Hyderabad,DLR-HYD-01,1419000,true
SAL-00948,CUS-00948,VEH-03330,2026-06-15,Tata,Nexon,Chennai,DLR-CHN-01,1338000,true
SAL-00949,CUS-00949,VEH-00324,2026-08-17,Maruti Suzuki,Swift,Mumbai,DLR-MUM-01,787000,false
SAL-00950,CUS-00950,VEH-02407,2026-02-20,Mahindra,Scorpio-N,Chennai,DLR-CHN-01,2303000,false
SAL-00951,CUS-00951,VEH-01059,2026-03-22,Hyundai,Creta,Pune,DLR-PUN-03,1437000,false
SAL-00952,CUS-00952,VEH-02757,2026-12-20,Maruti Suzuki,Ertiga,Chennai,DLR-CHN-03,1181000,false
SAL-00953,CUS-00953,VEH-04706,2025-07-07,Tata,Tiago,Delhi,DLR-DEL-03,671000,true
SAL-00954,CUS-00954,VEH-04138,2026-08-25,Kia,Seltos,Ahmedabad,DLR-AMD-01,1587000,true
SAL-00955,CUS-00955,VEH-04637,2025-10-30,Mahindra,Scorpio-N,Hyderabad,DLR-HYD-01,2129000,false
SAL-00956,CUS-00956,VEH-02876,2026-05-11,Skoda,Kushaq,Hyderabad,DLR-HYD-02,1351000,true
SAL-00957,CUS-00957,VEH-01054,2025-09-15,Tata,Nexon,Delhi,DLR-DEL-03,1225000,true
SAL-00958,CUS-00958,VEH-03861,2026-06-23,Maruti Suzuki,Swift,Delhi,DLR-DEL-01,717000,true
SAL-00959,CUS-00959,VEH-04545,2025-06-01,MG,Hector,Pune,DLR-PUN-01,1809000,false
SAL-00960,CUS-00960,VEH-04943,2026-06-27,Kia,Seltos,Pune,DLR-PUN-01,1507000,false
SAL-00961,CUS-00961,VEH-03423,2026-05-09,Hyundai,Venue,Bengaluru,DLR-BLR-03,996000,true
SAL-00962,CUS-00962,VEH-03204,2025-07-16,Honda,City,Mumbai,DLR-MUM-01,1360000,true
SAL-00963,CUS-00963,VEH-04872,2026-06-27,Maruti Suzuki,Baleno,Ahmedabad,DLR-AMD-01,870000,false
SAL-00964,CUS-00964,VEH-03063,2025-06-20,Hyundai,Creta,Bengaluru,DLR-BLR-02,1803000,true
SAL-00965,CUS-00965,VEH-04443,2026-01-29,Mahindra,Scorpio-N,Pune,DLR-PUN-03,2167000,true
SAL-00966,CUS-00966,VEH-00534,2026-12-13,Volkswagen,Virtus,Gurgaon,DLR-GGN-02,1591000,false
SAL-00967,CUS-00967,VEH-03088,2026-12-20,Tata,Nexon,Ahmedabad,DLR-AMD-01,1589000,true
SAL-00968,CUS-00968,VEH-04510,2026-07-21,Maruti Suzuki,Swift,Bengaluru,DLR-BLR-02,642000,true
SAL-00969,CUS-00969,VEH-02079,2026-09-23,Tata,Nexon,Delhi,DLR-DEL-02,1785000,true
SAL-00970,CUS-00970,VEH-03851,2026-05-22,Volkswagen,Virtus,Delhi,DLR-DEL-03,1500000,false
SAL-00971,CUS-00971,VEH-00795,2026-07-30,Tata,Tiago,Bengaluru,DLR-BLR-01,703000,true
SAL-00972,CUS-00972,VEH-02487,2026-04-23,Tata,Nexon,Pune,DLR-PUN-02,1575000,true
SAL-00973,CUS-00973,VEH-03938,2025-11-14,Tata,Punch,Delhi,DLR-DEL-03,812000,true
SAL-00974,CUS-00974,VEH-03832,2026-02-14,MG,Hector,Ahmedabad,DLR-AMD-01,1700000,false
SAL-00975,CUS-00975,VEH-00829,2026-11-14,Hyundai,i20,Delhi,DLR-DEL-03,867000,true
SAL-00976,CUS-00976,VEH-04518,2026-04-02,Toyota,Innova Hycross,Chennai,DLR-CHN-02,3084000,false
SAL-00977,CUS-00977,VEH-02730,2026-01-29,Kia,Seltos,Pune,DLR-PUN-03,1257000,false
SAL-00978,CUS-00978,VEH-01931,2026-04-22,Hyundai,i20,Mumbai,DLR-MUM-01,971000,false
SAL-00979,CUS-00979,VEH-01634,2025-05-10,Hyundai,Venue,Mumbai,DLR-MUM-02,974000,false
SAL-00980,CUS-00980,VEH-04020,2026-11-18,Hyundai,Venue,Delhi,DLR-DEL-01,922000,false
SAL-00981,CUS-00981,VEH-03733,2025-02-18,Maruti Suzuki,Swift,Chennai,DLR-CHN-02,708000,true
SAL-00982,CUS-00982,VEH-02578,2026-05-12,Mahindra,Thar,Delhi,DLR-DEL-01,1394000,false
SAL-00983,CUS-00983,VEH-00885,2026-12-10,Maruti Suzuki,Swift,Hyderabad,DLR-HYD-01,672000,false
SAL-00984,CUS-00984,VEH-01804,2026-05-10,Honda,City,Ahmedabad,DLR-AMD-02,1541000,true
SAL-00985,CUS-00985,VEH-04650,2026-04-12,Tata,Tiago,Pune,DLR-PUN-02,580000,false
SAL-00986,CUS-00986,VEH-01887,2026-05-21,Hyundai,Creta,Hyderabad,DLR-HYD-02,1680000,false
SAL-00987,CUS-00987,VEH-00861,2025-09-20,Hyundai,i20,Gurgaon,DLR-GGN-01,794000,true
SAL-00988,CUS-00988,VEH-03078,2026-02-02,Hyundai,Creta,Hyderabad,DLR-HYD-02,1644000,false
SAL-00989,CUS-00989,VEH-00759,2025-11-13,Hyundai,Creta,Bengaluru,DLR-BLR-02,1739000,true
SAL-00990,CUS-00990,VEH-04683,2026-01-25,Hyundai,Venue,Mumbai,DLR-MUM-01,1075000,false
SAL-00991,CUS-00991,VEH-02101,2026-09-29,Tata,Punch,Mumbai,DLR-MUM-01,681000,true
SAL-00992,CUS-00992,VEH-02363,2025-03-30,Maruti Suzuki,Swift,Delhi,DLR-DEL-02,726000,true
SAL-00993,CUS-00993,VEH-02491,2026-08-20,BMW,3 Series,Chennai,DLR-CHN-02,5100000,false
SAL-00994,CUS-00994,VEH-02685,2025-03-12,Volkswagen,Virtus,Ahmedabad,DLR-AMD-01,1603000,true
SAL-00995,CUS-00995,VEH-00453,2026-04-29,Skoda,Kushaq,Delhi,DLR-DEL-02,1434000,true
SAL-00996,CUS-00996,VEH-01509,2025-08-05,Hyundai,i20,Chennai,DLR-CHN-02,882000,true
SAL-00997,CUS-00997,VEH-04619,2026-12-19,Mahindra,Thar,Bengaluru,DLR-BLR-01,1673000,false
SAL-00998,CUS-00998,VEH-04809,2026-06-24,Tata,Tiago,Bengaluru,DLR-BLR-02,676000,true
SAL-00999,CUS-00999,VEH-00699,2025-05-05,Hyundai,i20,Mumbai,DLR-MUM-01,856000,false
SAL-01000,CUS-01000,VEH-04191,2025-08-06,Hyundai,Venue,Delhi,DLR-DEL-01,1094000,false
SAL-01001,CUS-01001,VEH-04374,2026-01-16,Maruti Suzuki,Swift,Mumbai,DLR-MUM-02,711000,false
SAL-01002,CUS-01002,VEH-00141,2026-12-02,Maruti Suzuki,Ertiga,Chennai,DLR-CHN-02,1311000,true
SAL-01003,CUS-01003,VEH-00368,2026-05-16,Tata,Nexon,Hyderabad,DLR-HYD-01,1205000,true
SAL-01004,CUS-01004,VEH-04677,2025-05-03,Hyundai,i20,Pune,DLR-PUN-01,878000,true
SAL-01005,CUS-01005,VEH-03505,2025-11-14,Maruti Suzuki,Baleno,Mumbai,DLR-MUM-01,781000,true
SAL-01006,CUS-01006,VEH-01970,2025-04-22,Tata,Nexon,Ahmedabad,DLR-AMD-02,1250000,true
SAL-01007,CUS-01007,VEH-02940,2026-05-31,Toyota,Innova Hycross,Bengaluru,DLR-BLR-01,3102000,false
SAL-01008,CUS-01008,VEH-03654,2025-10-02,Tata,Punch,Gurgaon,DLR-GGN-02,882000,true
SAL-01009,CUS-01009,VEH-03894,2025-08-13,Mahindra,XUV700,Bengaluru,DLR-BLR-02,2124000,true
SAL-01010,CUS-01010,VEH-03986,2025-04-01,Hyundai,Venue,Mumbai,DLR-MUM-02,1272000,false
SAL-01011,CUS-01011,VEH-02234,2026-12-02,Skoda,Kushaq,Pune,DLR-PUN-01,1478000,false
SAL-01012,CUS-01012,VEH-01637,2025-03-07,Tata,Nexon,Chennai,DLR-CHN-01,963000,false
SAL-01013,CUS-01013,VEH-02922,2026-10-19,Hyundai,Venue,Chennai,DLR-CHN-02,957000,false
SAL-01014,CUS-01014,VEH-00330,2026-09-04,Tata,Nexon,Bengaluru,DLR-BLR-03,1226000,true
SAL-01015,CUS-01015,VEH-04473,2025-06-04,Maruti Suzuki,Brezza,Mumbai,DLR-MUM-03,1114000,true
SAL-01016,CUS-01016,VEH-02328,2025-06-15,Mahindra,Scorpio-N,Gurgaon,DLR-GGN-01,1860000,true
SAL-01017,CUS-01017,VEH-00922,2026-12-20,Hyundai,Venue,Bengaluru,DLR-BLR-03,991000,true
SAL-01018,CUS-01018,VEH-02127,2026-01-01,Hyundai,i20,Delhi,DLR-DEL-03,849000,false
SAL-01019,CUS-01019,VEH-02649,2026-02-16,Maruti Suzuki,Brezza,Hyderabad,DLR-HYD-01,992000,false
SAL-01020,CUS-01020,VEH-01418,2025-12-03,Tata,Nexon,Ahmedabad,DLR-AMD-02,1290000,true
SAL-01021,CUS-01021,VEH-01405,2026-09-29,Maruti Suzuki,Brezza,Ahmedabad,DLR-AMD-02,1191000,true
SAL-01022,CUS-01022,VEH-01322,2026-02-15,Tata,Tiago,Mumbai,DLR-MUM-03,689000,true
SAL-01023,CUS-01023,VEH-00101,2026-05-01,Maruti Suzuki,Swift,Mumbai,DLR-MUM-01,657000,false
SAL-01024,CUS-01024,VEH-00321,2026-12-08,Maruti Suzuki,Ertiga,Bengaluru,DLR-BLR-01,1167000,false
SAL-01025,CUS-01025,VEH-00319,2026-04-28,Mahindra,Thar,Ahmedabad,DLR-AMD-01,1479000,true
SAL-01026,CUS-01026,VEH-03353,2025-05-01,Maruti Suzuki,Swift,Gurgaon,DLR-GGN-01,774000,true
SAL-01027,CUS-01027,VEH-02452,2025-08-07,MG,Hector,Chennai,DLR-CHN-02,2167000,false
SAL-01028,CUS-01028,VEH-00110,2025-04-01,Kia,Seltos,Bengaluru,DLR-BLR-03,1703000,false
SAL-01029,CUS-01029,VEH-03679,2026-02-08,Mahindra,Scorpio-N,Ahmedabad,DLR-AMD-01,2219000,false
SAL-01030,CUS-01030,VEH-03112,2025-04-15,Hyundai,Creta,Mumbai,DLR-MUM-03,1374000,false
SAL-01031,CUS-01031,VEH-03740,2025-06-26,Maruti Suzuki,Swift,Pune,DLR-PUN-01,779000,false
SAL-01032,CUS-01032,VEH-03835,2026-12-19,Hyundai,i20,Mumbai,DLR-MUM-03,825000,true
SAL-01033,CUS-01033,VEH-01394,2026-08-24,Maruti Suzuki,Swift,Ahmedabad,DLR-AMD-01,742000,true
SAL-01034,CUS-01034,VEH-02125,2026-11-02,Tata,Tiago,Mumbai,DLR-MUM-01,696000,false
SAL-01035,CUS-01035,VEH-00926,2025-09-14,Tata,Nexon,Bengaluru,DLR-BLR-01,1062000,false
SAL-01036,CUS-01036,VEH-03926,2026-03-13,Hyundai,Creta,Ahmedabad,DLR-AMD-02,1533000,true
SAL-01037,CUS-01037,VEH-03217,2026-07-17,Mahindra,Scorpio-N,Delhi,DLR-DEL-01,2241000,false
SAL-01038,CUS-01038,VEH-01983,2026-08-27,Tata,Tiago,Gurgaon,DLR-GGN-01,661000,true
SAL-01039,CUS-01039,VEH-00260,2026-11-04,Mahindra,Thar,Ahmedabad,DLR-AMD-01,1689000,true
SAL-01040,CUS-01040,VEH-01602,2026-12-16,Toyota,Innova Hycross,Pune,DLR-PUN-03,2595000,true
SAL-01041,CUS-01041,VEH-04334,2025-06-19,Volkswagen,Virtus,Pune,DLR-PUN-03,1568000,false
SAL-01042,CUS-01042,VEH-00302,2026-05-05,Tata,Tiago,Pune,DLR-PUN-03,727000,false
SAL-01043,CUS-01043,VEH-01351,2026-04-15,Tata,Nexon,Pune,DLR-PUN-01,1582000,true
SAL-01044,CUS-01044,VEH-02969,2025-08-14,Maruti Suzuki,Baleno,Bengaluru,DLR-BLR-02,719000,false
SAL-01045,CUS-01045,VEH-00657,2025-07-08,Maruti Suzuki,Brezza,Bengaluru,DLR-BLR-02,1043000,false
SAL-01046,CUS-01046,VEH-03038,2026-01-30,Tata,Tiago,Ahmedabad,DLR-AMD-02,605000,false
SAL-01047,CUS-01047,VEH-04712,2026-07-22,Honda,City,Chennai,DLR-CHN-03,1291000,false
SAL-01048,CUS-01048,VEH-03985,2026-06-06,Tata,Tiago,Mumbai,DLR-MUM-01,694000,true
SAL-01049,CUS-01049,VEH-02107,2025-11-14,Maruti Suzuki,Brezza,Gurgaon,DLR-GGN-01,1009000,true
SAL-01050,CUS-01050,VEH-00322,2026-05-28,Mahindra,Thar,Mumbai,DLR-MUM-02,1542000,false
SAL-01051,CUS-01051,VEH-03459,2026-04-05,Mahindra,Scorpio-N,Delhi,DLR-DEL-01,1934000,false
SAL-01052,CUS-01052,VEH-00174,2025-01-09,Skoda,Kushaq,Bengaluru,DLR-BLR-03,1741000,true
SAL-01053,CUS-01053,VEH-00461,2025-03-07,Maruti Suzuki,Brezza,Ahmedabad,DLR-AMD-01,1198000,false
SAL-01054,CUS-01054,VEH-04171,2026-12-01,Maruti Suzuki,Brezza,Delhi,DLR-DEL-02,1011000,false
SAL-01055,CUS-01055,VEH-04805,2025-10-26,Hyundai,Venue,Pune,DLR-PUN-03,1044000,false
SAL-01056,CUS-01056,VEH-00510,2026-05-10,Tata,Punch,Chennai,DLR-CHN-03,676000,false
SAL-01057,CUS-01057,VEH-00613,2026-04-18,Maruti Suzuki,Brezza,Hyderabad,DLR-HYD-01,1137000,true
SAL-01058,CUS-01058,VEH-03237,2025-05-02,Maruti Suzuki,Swift,Gurgaon,DLR-GGN-02,714000,false
SAL-01059,CUS-01059,VEH-00175,2026-11-06,Hyundai,Venue,Mumbai,DLR-MUM-02,1172000,true
SAL-01060,CUS-01060,VEH-04447,2025-03-24,Tata,Punch,Chennai,DLR-CHN-01,764000,false
SAL-01061,CUS-01061,VEH-01873,2026-03-15,Mahindra,Scorpio-N,Hyderabad,DLR-HYD-02,2376000,true
SAL-01062,CUS-01062,VEH-03826,2026-10-04,Tata,Punch,Delhi,DLR-DEL-01,821000,false
SAL-01063,CUS-01063,VEH-03110,2026-09-13,Mahindra,XUV700,Bengaluru,DLR-BLR-01,2503000,true
SAL-01064,CUS-01064,VEH-03620,2026-08-06,Maruti Suzuki,Baleno,Ahmedabad,DLR-AMD-01,833000,true
SAL-01065,CUS-01065,VEH-04029,2025-08-07,Hyundai,i20,Pune,DLR-PUN-02,829000,true
SAL-01066,CUS-01066,VEH-04244,2026-10-16,Maruti Suzuki,Baleno,Bengaluru,DLR-BLR-01,714000,true
SAL-01067,CUS-01067,VEH-03935,2025-11-28,Tata,Tiago,Ahmedabad,DLR-AMD-01,590000,true
SAL-01068,CUS-01068,VEH-01201,2026-12-20,Tata,Nexon,Pune,DLR-PUN-03,1881000,false
SAL-01069,CUS-01069,VEH-03422,2025-02-07,Hyundai,Creta,Mumbai,DLR-MUM-03,1440000,true
SAL-01070,CUS-01070,VEH-00776,2026-06-27,Kia,Seltos,Mumbai,DLR-MUM-01,1422000,true
SAL-01071,CUS-01071,VEH-02972,2026-09-07,Skoda,Kushaq,Delhi,DLR-DEL-03,1684000,false
SAL-01072,CUS-01072,VEH-02482,2026-12-20,Maruti Suzuki,Swift,Chennai,DLR-CHN-02,757000,false
SAL-01073,CUS-01073,VEH-00741,2026-06-12,Hyundai,i20,Gurgaon,DLR-GGN-02,993000,false
SAL-01074,CUS-01074,VEH-00966,2026-08-22,Mahindra,XUV700,Pune,DLR-PUN-01,2214000,false
SAL-01075,CUS-01075,VEH-01954,2026-11-22,Maruti Suzuki,Swift,Gurgaon,DLR-GGN-02,777000,true
